time,mem_usage_ram,mem_usage_swap,net_fifo_n3_receive,net_fifo_n3_transmit,net_packets_eth0_received,net_packets_eth0_sent,net_packets_eth0_multicast,io_read,io_write,pgfaults_pgfault,pgfaults_swap,mem_anon,mem_kernel_stack,mem_slab,mem_sock,mem_anon_thp,mem_file,net_events_n3_frames,net_events_n3_collisions,net_events_n3_carrier,net_drops_n3_inbound,net_drops_n3_outbound,net_packets_n3_received,net_packets_n3_sent,net_packets_n3_multicast,mem_usage_limit_available,mem_usage_limit_used,cpu_user,cpu_system,net_n3_received,net_n3_sent,mem_utilization_utilization,cpu_limit_used,net_errors_n3_inbound,net_errors_n3_outbound
2025-07-25 22:29:33,176.5312,0,0,0,0.0,0.0,0,0,0,0,0,67.62109,0.1875,8.597244,0.0039062,0,351.6914,0,0,0,0,0,0.0,0.0,0,335.4688,176.5312,0.0,0.029729,0.0,0.0,34,0.0323,0,0
2025-07-25 22:29:34,176.5312,0,0,0,0.0,0.0,0,0,0,0,0,67.62109,0.1875,8.597244,0.0039062,0,351.6914,0,0,0,0,0,0.0,0.0,0,335.4688,176.5312,0.0,0.0292904,0.0,0.0,34,0.0274,0,0
2025-07-25 22:29:35,176.5312,0,0,0,0.0,0.0,0,0,0,0,0,67.62109,0.1875,8.597244,0.0039062,0,351.6914,0,0,0,0,0,0.0,0.0,0,335.4688,176.5312,0.0,0.0271637,0.0,0.0,34,0.027,0,0
2025-07-25 22:29:36,176.5312,0,0,0,0.0,0.0,0,0,0,0,0,67.62109,0.1875,8.597244,0.0039062,0,351.6914,0,0,0,0,0,0.0,0.0,0,335.4688,176.5312,0.0,0.0274375,0.0,0.0,34,0.0277,0,0
2025-07-25 22:29:37,176.5312,0,0,0,0.0,0.0,0,0,0,0,0,67.62109,0.1875,8.597244,0.0039062,0,351.6914,0,0,0,0,0,0.0,0.0,0,335.4688,176.5312,0.0,0.0269161,0.0,0.0,34,0.0265,0,0
2025-07-25 22:29:38,176.5312,0,0,0,0.0,0.0,0,0,0,0,0,67.62109,0.1875,8.597244,0.0039062,0,351.6914,0,0,0,0,0,0.0,0.0,0,335.4688,176.5312,0.0,0.0271791,0.0,0.0,34,0.0276,0,0
2025-07-25 22:29:39,176.5312,0,0,0,0.0,0.0,0,0,0,0,0,67.62109,0.1875,8.597244,0.0039062,0,351.6914,0,0,0,0,0,0.0,0.0,0,335.4688,176.5312,0.0,0.0250218,0.0,0.0,34,0.0234,0,0
2025-07-25 22:29:40,176.5312,0,0,0,0.0,0.0,0,0,0,0,0,67.62109,0.1875,8.597244,0.0039062,0,351.6914,0,0,0,0,0,0.0,0.0,0,335.4688,176.5312,0.0,0.0242879,0.0,0.0,34,0.0248,0,0
2025-07-25 22:29:41,176.5312,0,0,0,0.0,0.0,0,0,0,0,0,67.62109,0.1875,8.597244,0.0039062,0,351.6914,0,0,0,0,0,0.0,0.0,0,335.4688,176.5312,0.0003114,0.0289625,0.0,0.0,34,0.032,0,0
2025-07-25 22:29:42,176.5312,0,0,0,0.0,0.0,0,0,0,0,0,67.62109,0.1875,8.597244,0.0039062,0,351.6914,0,0,0,0,0,0.0,0.0,0,335.4688,176.5312,0.0094049,0.017733,0.0,0.0,34,0.0242,0,0
