time,user,system
2025-07-07 14:18:23,0.4450985,0.9327415
2025-07-07 14:18:22,0.8614656,0.5593264
2025-07-07 14:18:21,0.3178404,1.0246997
2025-07-07 14:18:20,0.2700075,1.1915262
2025-07-07 14:18:19,0.2778881,1.219462
2025-07-07 14:18:18,0,1.3742815
2025-07-07 14:18:17,0.0301922,1.1649489
2025-07-07 14:18:16,0.2007991,1.1090401
2025-07-07 14:18:15,0.3580262,0.9822499
2025-07-07 14:18:14,0.50561,0.9055598
2025-07-07 14:18:13,0.6767319,0.5838825
2025-07-07 14:18:12,0.4817025,0.8612171
2025-07-07 14:18:11,0.5651034,0.8335829
2025-07-07 14:18:10,0.4334812,0.9203054
2025-07-07 14:18:09,0.4118892,0.8734392
2025-07-07 14:18:08,0.6903997,0.5887634
2025-07-07 14:18:07,0.3433594,1.0340121
2025-07-07 14:18:06,0.1383425,1.251427
2025-07-07 14:18:05,0.3530563,1.0728861
2025-07-07 14:18:04,0.5041459,0.9606019
2025-07-07 14:18:03,0.1841605,1.1949139
2025-07-07 14:18:02,0.3049526,1.0369479
2025-07-07 14:18:01,0.4902134,0.7403399
2025-07-07 14:18:00,0.3371586,0.9353494
2025-07-07 14:17:59,0.7844591,0.4009049
2025-07-07 14:17:58,0.6286803,0.5674005
2025-07-07 14:17:57,0.7696277,0.5199931
2025-07-07 14:17:56,0.9360486,0.3290957
2025-07-07 14:17:55,0.4209435,0.8403914
2025-07-07 14:17:54,0.4239428,0.808762
2025-07-07 14:17:53,0.2428735,0.9248278
2025-07-07 14:17:52,0.1275529,1.0599238
2025-07-07 14:17:51,0.1993471,0.9918243
2025-07-07 14:17:50,0.150248,1.0707272
2025-07-07 14:17:49,0.5577115,0.6671631
2025-07-07 14:17:48,0.7310149,0.602493
2025-07-07 14:17:47,0.4316706,1.0195628
2025-07-07 14:17:46,0.121155,1.3278305
2025-07-07 14:17:45,0.0154978,0.9242517
2025-07-07 14:17:44,0.0977627,0.5260893
2025-07-07 14:17:43,0.1963058,1.3267625
2025-07-07 14:17:42,0.2173544,1.3347341
2025-07-07 14:17:41,0.3633424,1.164219
2025-07-07 14:17:40,0.6457779,0.8610199
2025-07-07 14:17:39,0.7582096,0.8121335
2025-07-07 14:17:38,0.558286,0.9636279
2025-07-07 14:17:37,0.4107184,1.0926653
2025-07-07 14:17:36,0.6144766,0.9066378
2025-07-07 14:17:35,0.5119187,0.8718952
2025-07-07 14:17:34,0.4994725,0.8118804
2025-07-07 14:17:33,0.3581772,0.9513958
2025-07-07 14:17:32,0.2376507,1.1013706
2025-07-07 14:17:31,0.3709493,1.0965366
2025-07-07 14:17:30,0,1.4394147
2025-07-07 14:17:29,0,1.4101227
2025-07-07 14:17:28,0,1.4061669
2025-07-07 14:17:27,0,1.4384969
2025-07-07 14:17:26,0,1.4957222
