time,received,sent
2025-07-07 14:18:23,64340.53,0
2025-07-07 14:18:22,384148.8,0
2025-07-07 14:18:21,612380.6,0
2025-07-07 14:18:20,611149.3,0
2025-07-07 14:18:19,609710.6,0
2025-07-07 14:18:18,612027.4,0
2025-07-07 14:18:17,611602.9,0
2025-07-07 14:18:16,612002.1,0
2025-07-07 14:18:15,611819,0
2025-07-07 14:18:14,611899.8,0
2025-07-07 14:18:13,612164.2,0
2025-07-07 14:18:12,612256.6,0
2025-07-07 14:18:11,612397.6,0
2025-07-07 14:18:10,613291.5,0
2025-07-07 14:18:09,611522.5,0
2025-07-07 14:18:08,611322,0
2025-07-07 14:18:07,611535.3,0
2025-07-07 14:18:06,613253.2,0
2025-07-07 14:18:05,613185.9,0
2025-07-07 14:18:04,612992.9,0
2025-07-07 14:18:03,612733.1,0
2025-07-07 14:18:02,611804.3,0
2025-07-07 14:18:01,611635.7,0
2025-07-07 14:18:00,612225.8,0
2025-07-07 14:17:59,611458,0
2025-07-07 14:17:58,612396.6,0
2025-07-07 14:17:57,611682.9,0
2025-07-07 14:17:56,612380.1,0
2025-07-07 14:17:55,612584,0
2025-07-07 14:17:54,612914.2,0
2025-07-07 14:17:53,611375.4,0
2025-07-07 14:17:52,612067.8,0
2025-07-07 14:17:51,612624.5,0
2025-07-07 14:17:50,612118.5,0
2025-07-07 14:17:49,611362,0
2025-07-07 14:17:48,612088.9,0
2025-07-07 14:17:47,610079.1,0
2025-07-07 14:17:46,612140.9,0
2025-07-07 14:17:45,612420.8,0
2025-07-07 14:17:44,613175,0
2025-07-07 14:17:43,613454.9,0
2025-07-07 14:17:42,614149.8,0
2025-07-07 14:17:41,613576.5,0
2025-07-07 14:17:40,610777.2,0
2025-07-07 14:17:39,612278.9,0
2025-07-07 14:17:38,613248.9,0
2025-07-07 14:17:37,612775.9,0
2025-07-07 14:17:36,612621.9,0
2025-07-07 14:17:35,611770.9,0
2025-07-07 14:17:34,612569,0
2025-07-07 14:17:33,612186.5,0
2025-07-07 14:17:32,611686.7,0
2025-07-07 14:17:31,607474.4,0
2025-07-07 14:17:30,470901.4,0
2025-07-07 14:17:29,0,0
2025-07-07 14:17:28,0,0
2025-07-07 14:17:27,0,0
2025-07-07 14:17:26,0,0
