time,mem_usage_ram,mem_usage_swap,net_fifo_n3_receive,net_fifo_n3_transmit,net_packets_eth0_received,net_packets_eth0_sent,net_packets_eth0_multicast,io_read,io_write,pgfaults_pgfault,pgfaults_swap,mem_anon,mem_kernel_stack,mem_slab,mem_sock,mem_anon_thp,mem_file,net_events_n3_frames,net_events_n3_collisions,net_events_n3_carrier,net_drops_n3_inbound,net_drops_n3_outbound,net_packets_n3_received,net_packets_n3_sent,net_packets_n3_multicast,mem_usage_limit_available,mem_usage_limit_used,cpu_user,cpu_system,net_n3_received,net_n3_sent,mem_utilization_utilization,cpu_limit_used,net_errors_n3_inbound,net_errors_n3_outbound
2025-07-25 22:33:19,176.5469,0,0,0,0.0,0.0,0,0,0,0,0,67.625,0.1875,8.597626,0.0039062,0,351.6914,0,0,0,0,0,0.0,0.0,0,335.4531,176.5469,0.0,0.0302777,0.0,0.0,34,0.029,0,0
2025-07-25 22:33:20,176.5469,0,0,0,0.0,0.0,0,0,0,0,0,67.625,0.1875,8.597626,0.0039062,0,351.6914,0,0,0,0,0,0.0,0.0,0,335.4531,176.5469,0.0,0.0265556,0.0,0.0,34,0.0251,0,0
2025-07-25 22:33:21,176.5469,0,0,0,0.0,0.0,0,0,0,0,0,67.625,0.1875,8.597626,0.0039062,0,351.6914,0,0,0,0,0,0.0,0.0,0,335.4531,176.5469,0.0,0.0252249,0.0,0.0,34,0.0253,0,0
2025-07-25 22:33:22,176.5469,0,0,0,0.0,0.0,0,0,0,0,0,67.625,0.1875,8.597626,0.0039062,0,351.6914,0,0,0,0,0,0.0,0.0,0,335.4531,176.5469,0.0,0.0232088,0.0,0.0,34,0.0219,0,0
2025-07-25 22:33:23,176.5469,0,0,0,0.0,0.0,0,0,0,0,0,67.625,0.1875,8.597626,0.0039062,0,351.6914,0,0,0,0,0,0.0,0.0,0,335.4531,176.5469,0.0,0.0227282,0.0,0.0,34,0.0232,0,0
2025-07-25 22:33:24,176.5469,0,0,0,0.0,0.0,0,0,0,0,0,67.625,0.1875,8.597626,0.0039062,0,351.6914,0,0,0,0,0,0.0,0.0,0,335.4531,176.5469,0.0,0.0213844,0.0,0.0,34,0.0203,0,0
2025-07-25 22:33:25,176.5469,0,0,0,0.0,0.0,0,0,0,0,0,67.625,0.1875,8.597626,0.0039062,0,351.6914,0,0,0,0,0,0.0,0.0,0,335.4531,176.5469,0.0,0.0225437,0.0,0.0,34,0.0239,0,0
2025-07-25 22:33:26,176.5469,0,0,0,0.0,0.0,0,0,0,0,0,67.625,0.1875,8.597626,0.0039062,0,351.6914,0,0,0,0,0,0.0,0.0,0,335.4531,176.5469,0.0,0.0284526,0.0,0.0,34,0.0312,0,0
2025-07-25 22:33:27,176.5469,0,0,0,0.0,0.0,0,0,0,0,0,67.625,0.1875,8.597626,0.0039062,0,351.6914,0,0,0,0,0,0.0,0.0,0,335.4531,176.5469,0.0,0.0254631,0.0,0.0,34,0.022,0,0
2025-07-25 22:33:28,176.5469,0,0,0,0.0,0.0,0,0,0,0,0,67.625,0.1875,8.597626,0.0039062,0,351.6914,0,0,0,0,0,0.0,0.0,0,335.4531,176.5469,0.0,0.0226231,0.0,0.0,34,0.023,0,0
