time,received,sent,multicast
2025-07-25 22:44:29,266270.5,0,0
2025-07-25 22:44:28,266552.3,0,0
2025-07-25 22:44:27,266131.9,0,0
2025-07-25 22:44:26,266393.3,0,0
2025-07-25 22:44:25,265584.5,0,0
2025-07-25 22:44:24,263796.7,0,0
2025-07-25 22:44:23,265798.4,-0.3207522,0
2025-07-25 22:44:22,265856.8,-1.0000742,0
2025-07-25 22:44:21,265671.1,-0.9998899,0
2025-07-25 22:44:20,265012.3,-1.320483,0
2025-07-25 22:44:19,264947.3,-1.679482,0
2025-07-25 22:44:18,265066.7,-1.0003898,0
2025-07-25 22:44:17,265743.4,-1.0015376,0
2025-07-25 22:44:16,264587.5,-1.0012326,0
2025-07-25 22:44:15,264740.4,-0.9982501,0
2025-07-25 22:44:14,266006.9,-1.0008567,0
2025-07-25 22:44:13,265524.3,-0.9998484,0
2025-07-25 22:44:12,263586,-0.9990905,0
2025-07-25 22:44:11,264467.2,-0.9997901,0
2025-07-25 22:44:10,269635.3,-0.9990998,0
2025-07-25 22:44:09,267775.7,-0.99995,0
2025-07-25 22:44:08,269522.4,-1.0002312,0
2025-07-25 22:44:07,267600.6,-0.9999406,0
2025-07-25 22:44:06,266430.1,-0.9997951,0
2025-07-25 22:44:05,265657.5,-0.9996741,0
2025-07-25 22:44:04,272484.4,-1.0000793,0
2025-07-25 22:44:03,275637.5,-1.0000033,0
2025-07-25 22:44:02,273398.6,-1.0005511,0
2025-07-25 22:44:01,270836.4,-0.9996784,0
2025-07-25 22:44:00,272183.2,-1.0002379,0
2025-07-25 22:43:59,219409.2,-1.0006204,0
2025-07-25 22:43:58,54725.07,-1.0001149,0
2025-07-25 22:43:57,1.6427191,-1.6427191,0
2025-07-25 22:43:56,2.35698,-2.35698,0
2025-07-25 22:43:55,1.0005113,-1.0005113,0
2025-07-25 22:43:54,0.9993686,-0.9993686,0
2025-07-25 22:43:53,0.9999331,-0.9999331,0
