time,mem_usage_ram,mem_usage_swap,net_fifo_n3_receive,net_fifo_n3_transmit,net_packets_eth0_received,net_packets_eth0_sent,net_packets_eth0_multicast,io_read,io_write,pgfaults_pgfault,pgfaults_swap,mem_anon,mem_kernel_stack,mem_slab,mem_sock,mem_anon_thp,mem_file,net_events_n3_frames,net_events_n3_collisions,net_events_n3_carrier,net_drops_n3_inbound,net_drops_n3_outbound,net_packets_n3_received,net_packets_n3_sent,net_packets_n3_multicast,mem_usage_limit_available,mem_usage_limit_used,cpu_user,cpu_system,net_n3_received,net_n3_sent,mem_utilization_utilization,cpu_limit_used,net_errors_n3_inbound,net_errors_n3_outbound
2025-07-25 22:20:21,176.5234,0,0,0,0.0,0.0,0,0,0,0,0,67.61719,0.1875,8.596481,0.0039062,0,351.6914,0,0,0,0,0,0.0,0.0,0,335.4766,176.5234,0.0,0.0210185,0.0,0.0,34,0.0206,0,0
2025-07-25 22:20:22,176.5234,0,0,0,0.0,0.0,0,0,0,0,0,67.61719,0.1875,8.596481,0.0039062,0,351.6914,0,0,0,0,0,0.0,0.0,0,335.4766,176.5234,0.0,0.0177291,0.0,0.0,34,0.016,0,0
2025-07-25 22:20:23,176.5234,0,0,0,0.0,0.0,0,0,0,0,0,67.61719,0.1875,8.596481,0.0039062,0,351.6914,0,0,0,0,0,0.0,0.0,0,335.4766,176.5234,0.0,0.0188578,0.0,0.0,34,0.0206,0,0
2025-07-25 22:20:24,176.5234,0,0,0,0.0,0.0,0,0,0,0,0,67.61719,0.1875,8.596481,0.0039062,0,351.6914,0,0,0,0,0,0.0,0.0,0,335.4766,176.5234,0.0,0.0177019,0.0,0.0,34,0.016,0,0
2025-07-25 22:20:25,176.5234,0,0,0,0.0,0.0,0,0,0,0,0,67.61719,0.1875,8.596481,0.0039062,0,351.6914,0,0,0,0,0,0.0,0.0,0,335.4766,176.5234,0.0,0.0193961,0.0,0.0,34,0.0215,0,0
2025-07-25 22:20:26,176.5234,0,0,0,0.0,0.0,0,0,0,0,0,67.61719,0.1875,8.596481,0.0039062,0,351.6914,0,0,0,0,0,0.0,0.0,0,335.4766,176.5234,0.0,0.0197682,0.0,0.0,34,0.0187,0,0
2025-07-25 22:20:27,176.5234,0,0,0,0.0,0.0,0,0,0,0,0,67.61719,0.1875,8.596481,0.0039062,0,351.6914,0,0,0,0,0,0.0,0.0,0,335.4766,176.5234,0.0,0.0182074,0.0,0.0,34,0.0179,0,0
2025-07-25 22:20:28,176.5234,0,0,0,0.0,0.0,0,0,0,0,0,67.61719,0.1875,8.596481,0.0039062,0,351.6914,0,0,0,0,0,0.0,0.0,0,335.4766,176.5234,0.0,0.0159851,0.0,0.0,34,0.0148,0,0
2025-07-25 22:20:29,176.5234,0,0,0,0.0,0.0,0,0,0,0,0,67.61719,0.1875,8.596481,0.0039062,0,351.6914,0,0,0,0,0,0.0,0.0,0,335.4766,176.5234,0.0,0.0160016,0.0,0.0,34,0.0167,0,0
2025-07-25 22:20:30,176.5234,0,0,0,0.0,0.0,0,0,0,0,0,67.61719,0.1875,8.596481,0.0039062,0,351.6914,0,0,0,0,0,0.0,0.0,0,335.4766,176.5234,0.0,0.0155888,0.0,0.0,34,0.0149,0,0
2025-07-25 22:20:31,176.5234,0,0,0,0.0,0.0,0,0,0,0,0,67.61719,0.1875,8.596481,0.0039062,0,351.6914,0,0,0,0,0,0.0,0.0,0,335.4766,176.5234,0.0,0.014468,0.0,0.0,34,0.0142,0,0
2025-07-25 22:20:32,176.5234,0,0,0,0.6787735,-0.6787735,0,0,0,0,0,67.61719,0.1875,8.596481,0.0039062,0,351.6914,0,0,0,0,0,0.6787059,-0.6787059,0,335.4766,176.5234,0.0,0.0191947,0.7710353,-0.7710353,34,0.0222,0,0
2025-07-25 22:20:33,176.5234,0,0,0,1.0001046,-1.0001046,0,0,0,0,0,67.61719,0.1875,8.596481,0.0039062,0,351.6914,0,0,0,0,0,1.0000973,-1.0000973,0,335.4766,176.5234,0.0,0.0218079,1.1361184,-1.1361184,34,0.0216,0,0
2025-07-25 22:20:34,176.5234,0,0,0,1.0000537,-1.0000537,0,0,0,0,0,67.61719,0.1875,8.596481,0.0039062,0,351.6914,0,0,0,0,0,1.0000549,-1.0000549,0,335.4766,176.5234,0.0,0.0215378,1.1360583,-1.1360583,34,0.0215,0,0
2025-07-25 22:20:35,176.5234,0,0,0,0.999729,-0.999729,0,0,0,0,0,67.61719,0.1875,8.596481,0.0039062,0,351.6914,0,0,0,0,0,56879.59,-0.9996896,0,335.4766,176.5234,0.0,0.0229899,505100.4,-1.1356449,34,0.0239,0,0
2025-07-25 22:20:36,176.5234,0,0,0,0.9996199,-0.9996199,0,0,0,0,0,67.61719,0.1875,8.596481,0.0039062,0,351.6914,0,0,0,0,0,216395.4,-0.9996156,0,335.4766,176.5234,0.0,0.0219751,1921627.0,-1.1355648,34,0.0208,0,0
2025-07-25 22:20:37,176.5234,0,0,0,2.356399,-2.356399,0,0,0,0,0,67.61719,0.1875,8.596481,0.0039062,0,351.6914,0,0,0,0,0,124564.37,-2.356218,0,335.4766,176.5234,0.0,0.0221784,1106067.7,-1.5916986,34,0.023,0,0
2025-07-25 22:20:38,176.5234,0,0,0,1.6441622,-1.6441622,0,0,0,0,0,67.61719,0.1875,8.596481,0.0039062,0,351.6914,0,0,0,0,0,16450.628,-1.6443697,0,335.4766,176.5234,0.0,0.0264958,146051.75,-1.3529908,34,0.0286,0,0
2025-07-25 22:20:39,176.5234,0,0,0,1.0003743,-1.0003743,0,0,0,0,0,67.61719,0.1875,8.596481,0.0039062,0,351.6914,0,0,0,0,0,1.0003845,-1.0003845,0,335.4766,176.5234,0.0,0.0250527,1.1364282,-1.1364282,34,0.0229,0,0
2025-07-25 22:20:40,176.5234,0,0,0,1.0000863,-1.0000863,0,0,0,0,0,67.61719,0.1875,8.596481,0.0039062,0,351.6914,0,0,0,0,0,1.0000827,-1.0000827,0,335.4766,176.5234,0.0,0.0239035,1.1360803,-1.1360803,34,0.0245,0,0
2025-07-25 22:20:41,176.5234,0,0,0,0.9998213,-0.9998213,0,0,0,0,0,67.61719,0.1875,8.596481,0.0039062,0,351.6914,0,0,0,0,0,0.9998354,-0.9998354,0,335.4766,176.5234,0.0,0.0235571,1.1358079,-1.1358079,34,0.023,0,0
2025-07-25 22:20:42,176.5234,0,0,0,1.0001219,-1.0001219,0,0,0,0,0,67.61719,0.1875,8.596481,0.0039062,0,351.6914,0,0,0,0,0,1.0001309,-1.0001309,0,335.4766,176.5234,0.0,0.0230003,1.1361476,-1.1361476,34,0.023,0,0
2025-07-25 22:20:43,176.5234,0,0,0,1.0001037,-1.0001037,0,0,0,0,0,67.61719,0.1875,8.596481,0.0039062,0,351.6914,0,0,0,0,0,1.0001047,-1.0001047,0,335.4766,176.5234,0.0,0.0329887,1.1361194,-1.1361194,34,0.039,0,0
2025-07-25 22:20:44,176.5234,0,0,0,0.9999609,-0.9999609,0,0,0,0,0,67.61719,0.1875,8.596481,0.0039062,0,351.6914,0,0,0,0,0,0.9999598,-0.9999598,0,335.4766,176.5234,0.0,0.0330513,1.1359548,-1.1359548,34,0.0295,0,0
2025-07-25 22:20:45,176.5234,0,0,0,0.9997753,-0.9997753,0,0,0,0,0,67.61719,0.1875,8.596481,0.0039062,0,351.6914,0,0,0,0,0,0.9997598,-0.9997598,0,335.4766,176.5234,0.0,0.0256936,1.1357425,-1.1357425,34,0.0234,0,0
2025-07-25 22:20:46,176.5234,0,0,0,1.000203,-1.000203,0,0,0,0,0,67.61719,0.1875,8.596481,0.0039062,0,351.6914,0,0,0,0,0,1.0002122,-1.0002122,0,335.4766,176.5234,0.0,0.0264133,1.1362329,-1.1362329,34,0.0282,0,0
2025-07-25 22:20:47,176.5234,0,0,0,1.0001309,-1.0001309,0,0,0,0,0,67.61719,0.1875,8.596481,0.0039062,0,351.6914,0,0,0,0,0,1.0001373,-1.0001373,0,335.4766,176.5234,0.0,0.0266378,1.1361478,-1.1361478,34,0.0257,0,0
2025-07-25 22:20:48,176.5234,0,0,0,1.0000329,-1.0000329,0,0,0,0,0,67.61719,0.1875,8.596481,0.0039062,0,351.6914,0,0,0,0,0,1.0000336,-1.0000336,0,335.4766,176.5234,0.0184213,0.0123359,1.1360386,-1.1360386,34,0.0338,0,0
2025-07-25 22:20:49,176.5234,0,0,0,0.9992964,-0.9992964,0,0,0,0,0,67.61719,0.1875,8.596481,0.0039062,0,351.6914,0,0,0,0,0,0.9992666,-0.9992666,0,335.4766,176.5234,0.0338061,0.0016149,1.1351719,-1.1351719,34,0.0364,0,0
2025-07-25 22:20:50,176.5234,0,0,0,1.0002533,-1.0002533,0,0,0,0,0,67.61719,0.1875,8.596481,0.0039062,0,351.6914,0,0,0,0,0,1.0002706,-1.0002706,0,335.4766,176.5234,0.0365326,0.0,1.1363035,-1.1363035,34,0.0366,0,0
2025-07-25 22:20:51,176.5234,0,0,0,1.0001807,-1.0001807,0,0,0,0,0,67.61719,0.1875,8.596481,0.0039062,0,351.6914,0,0,0,0,0,1.0001924,-1.0001924,0,335.4766,176.5234,0.0326824,0.0,1.136218,-1.136218,34,0.0304,0,0
2025-07-25 22:20:52,176.5234,0,0,0,1.000032,-1.000032,0,0,0,0,0,67.61719,0.1875,8.596481,0.0039062,0,351.6914,0,0,0,0,0,1.0000331,-1.0000331,0,335.4766,176.5234,0.029379,0.00056,1.1360371,-1.1360371,34,0.0297,0,0
2025-07-25 22:20:53,176.5234,0,0,0,1.0000369,-1.0000369,0,0,0,0,0,67.61719,0.1875,8.596481,0.0039062,0,351.6914,0,0,0,0,0,1.0000381,-1.0000381,0,335.4766,176.5234,0.0236377,0.008431,1.1360418,-1.1360418,34,0.0335,0,0
2025-07-25 22:20:54,176.5234,0,0,0,1.0000452,-1.0000452,0,0,0,0,0,67.61719,0.1875,8.596481,0.0039062,0,351.6914,0,0,0,0,0,1.0000336,-1.0000336,0,335.4766,176.5234,0.0195556,0.0123708,1.1360386,-1.1360386,34,0.031,0,0
2025-07-25 22:20:55,176.5234,0,0,0,1.0000983,-1.0000983,0,0,0,0,0,67.61719,0.1875,8.596481,0.0039062,0,351.6914,0,0,0,0,0,1.0001071,-1.0001071,0,335.4766,176.5234,0.0203653,0.0128689,1.1361197,-1.1361197,34,0.0346,0,0
2025-07-25 22:20:56,176.5234,0,0,0,1.0000987,-1.0000987,0,0,0,0,0,67.61719,0.1875,8.596481,0.0039062,0,351.6914,0,0,0,0,0,1.0001089,-1.0001089,0,335.4766,176.5234,0.0197144,0.0125337,1.1361218,-1.1361218,34,0.0308,0,0
